route_id,service_id,trip_id,trip_headsign,block_id,shape_id
17-89,20141S-vs20141S-Weekday-24,2715955-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473391,170028
17-89,20141S-vs20141S-Weekday-24,2715956-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473391,170019
17-89,20141S-vs20141S-Weekday-24,2715957-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473391,170028
17-89,20141S-vs20141S-Weekday-24,2715958-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473391,170016
17-89,20141S-vs20141S-Weekday-24,2715961-20141S-vs20141S-Weekday-24,"17 - San Jose",473394,170018
17-89,20141S-vs20141S-Weekday-24,2715962-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473394,170028
17-89,20141S-vs20141S-Weekday-24,2715963-20141S-vs20141S-Weekday-24,"17 - San Jose",473370,170018
17-89,20141S-vs20141S-Weekday-24,2715966-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro",473392,170031
17-89,20141S-vs20141S-Weekday-24,2715967-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473392,170019
17-89,20141S-vs20141S-Weekday-24,2715968-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473392,170028
17-89,20141S-vs20141S-Weekday-24-1111000,2715969-20141S-vs20141S-Weekday-24-1111000,"17 - Santa Cruz Metro via SVTC",473375,170028
17-89,20141S-vs20141S-Weekday-24,2715971-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473371,170028
17-89,20141S-vs20141S-Weekday-24,2715972-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473371,170016
17-89,20141S-vs20141S-Weekday-24-1111000,2715973-20141S-vs20141S-Weekday-24-1111000,"17 - Santa Cruz Metro via SVTC",473377,170028
17-89,20141S-vs20141S-Weekday-24-1111000,2715974-20141S-vs20141S-Weekday-24-1111000,"17 - Soquel Park & Ride",473379,170029
17-89,20141S-vs20141S-Weekday-24,2715975-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473373,170028
17-89,20141S-vs20141S-Weekday-24,2715976-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473373,170016
17-89,20141S-vs20141S-Weekday-24,2715978-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473392,170028
17-89,20141S-vs20141S-Weekday-24-1111000,2715979-20141S-vs20141S-Weekday-24-1111000,"17 - Santa Cruz Metro via SVTC",473381,170028
17-89,20141S-vs20141S-Weekday-24,2715980-20141S-vs20141S-Weekday-24,"17 - San Jose",473392,170018
17-89,20141S-vs20141S-Weekday-24,2715983-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473374,170028
17-89,20141S-vs20141S-Weekday-24,2715984-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473374,170019
17-89,20141S-vs20141S-Weekday-24,2715985-20141S-vs20141S-Weekday-24,"17 - San Jose via SVTC",473394,170016
17-89,20141S-vs20141S-Weekday-24,2715986-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473394,170028
17-89,20141S-vs20141S-Weekday-24-1111000,2715987-20141S-vs20141S-Weekday-24-1111000,"17 - Santa Cruz Metro via SVTC",473383,170028
17-89,20141S-vs20141S-Weekday-24,2715989-20141S-vs20141S-Weekday-24,"17 - San Jose",473395,170018
17-89,20141S-vs20141S-Weekday-24,2715990-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro",473395,170031
17-89,20141S-vs20141S-Weekday-24,2715992-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473395,170028
17-89,20141S-vs20141S-Weekday-24,2715993-20141S-vs20141S-Weekday-24,"17 - Santa Cruz Metro via SVTC",473372,170028
69W-89,20141S-vs20141S-Weekday-24,2715994-20141S-vs20141S-Weekday-24,"69W - Cabrillo College-Santa Cruz Metro",473316,69W0006
69W-89,20141S-vs20141S-Weekday-24,2715995-20141S-vs20141S-Weekday-24,"69W - Cabrillo College-Santa Cruz Metro",473385,69W0006
69W-89,20141S-vs20141S-Weekday-24,2715996-20141S-vs20141S-Weekday-24,"69W - Cabrillo College-Santa Cruz Metro",473300,69W0006
17-89,20141S-vs20141S-Weekday-24,2716193-20141S-vs20141S-Weekday-24,"17 - Soquel Park & Ride",473370,170029
06-89,20141S-vs20141S-Weekday-24,2716256-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473274,060001
06-89,20141S-vs20141S-Weekday-24,2716257-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473328,060001
06-89,20141S-vs20141S-Weekday-24,2716258-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473336,060001
06-89,20141S-vs20141S-Weekday-24,2716259-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473280,060001
06-89,20141S-vs20141S-Weekday-24,2716260-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473396,060001
06-89,20141S-vs20141S-Weekday-24,2716261-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473274,060001
06-89,20141S-vs20141S-Weekday-24,2716262-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473328,060001
06-89,20141S-vs20141S-Weekday-24,2716263-20141S-vs20141S-Weekday-24,"6 - Broadway - Frederick",473336,060001
71-89,20141S-vs20141S-Weekday-25,2721200-20141S-vs20141S-Weekday-25,"71 - Watsonville via Clifford",474267,710012
71-89,20141S-vs20141S-Weekday-25,2721201-20141S-vs20141S-Weekday-25,"71 - Watsonville via Clifford",474227,710012
71-89,20141S-vs20141S-Weekday-25,2721202-20141S-vs20141S-Weekday-25,"71 - Santa Cruz via Clifford",474227,710016
66N-89,20141S-vs20141S-Weekday-25,2721203-20141S-vs20141S-Weekday-25,"66N - Live Oak via 17th-Night",474247,66N0002
66N-89,20141S-vs20141S-Weekday-25,2721204-20141S-vs20141S-Weekday-25,"66N - Live Oak via 17th-Night",474247,66N0003
69A-89,20141S-vs20141S-Weekday-25,2721205-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474238,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721206-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474246,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721207-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474307,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721208-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474238,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721209-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474228,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721210-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474246,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721211-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474308,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721212-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474304,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721213-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474228,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721214-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474246,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721215-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474308,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721216-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Watsonville TC",474304,69A0005
69A-89,20141S-vs20141S-Weekday-25,2721217-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474246,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721218-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474219,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721219-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474222,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721220-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474232,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721221-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474241,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721222-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474219,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721223-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474222,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721224-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474232,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721225-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474241,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721226-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474219,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721227-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474222,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721228-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474232,69A0006
69A-89,20141S-vs20141S-Weekday-25,2721229-20141S-vs20141S-Weekday-25,"69A - Capitola Road - Santa Cruz Metro",474241,69A0006
69W-89,20141S-vs20141S-Weekday-25,2721230-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474232,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721231-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474238,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721232-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474246,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721233-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474307,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721234-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474238,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721235-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474228,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721236-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474246,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721237-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474308,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721238-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474304,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721239-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474228,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721240-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474246,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721241-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474308,69W0006
69W-89,20141S-vs20141S-Weekday-25,2721242-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474219,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721243-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474222,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721244-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474232,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721245-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474241,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721246-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474219,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721247-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474222,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721248-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474232,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721249-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474241,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721250-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474219,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721251-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474222,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721252-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474232,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721253-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474241,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721254-20141S-vs20141S-Weekday-25,"69W - Cabrillo College - Watsonville TC",474219,69W0005
69W-89,20141S-vs20141S-Weekday-25,2721255-20141S-vs20141S-Weekday-25,"69W - Cabrillo College-Santa Cruz Metro",474241,69W0006
71-89,20141S-vs20141S-Weekday-25,2721256-20141S-vs20141S-Weekday-25,"71 - Watsonville via Clifford",474234,710012
40-89,20141S-vs20141S-Weekday-25,2721257-20141S-vs20141S-Weekday-25,"40 - Davenport - North Coast Beaches",474233,400012
40-89,20141S-vs20141S-Weekday-25,2721258-20141S-vs20141S-Weekday-25,"40 - Davenport - North Coast Beaches",474264,400014
41-89,20141S-vs20141S-Weekday-25,2721259-20141S-vs20141S-Weekday-25,"41 - Bonny Doon",474218,410005
56-89,20141S-vs20141S-Weekday-25,2721260-20141S-vs20141S-Weekday-25,"56 - Cabrillo/La Selva Beach",474264,560003
56-89,20141S-vs20141S-Weekday-25,2721261-20141S-vs20141S-Weekday-25,"56 - Cabrillo/La Selva Beach",474255,560003
41-89,20141S-vs20141S-Weekday-25,2721262-20141S-vs20141S-Weekday-25,"41 - Bonny Doon",474305,410006
10-89,20141S-vs20141S-Weekday-25,2721263-20141S-vs20141S-Weekday-25,"10 - University via High St.",474228,100003
10-89,20141S-vs20141S-Weekday-25,2721264-20141S-vs20141S-Weekday-25,"10 - University via High St.",474228,100003
10-89,20141S-vs20141S-Weekday-25,2721265-20141S-vs20141S-Weekday-25,"10 - University via High St.",474234,100003
16-89,20141S-vs20141S-Weekday-25,2721266-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721267-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721268-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
10-89,20141S-vs20141S-Weekday-25,2721269-20141S-vs20141S-Weekday-25,"10 - University via High St.",474228,100003
16-89,20141S-vs20141S-Weekday-25,2721270-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
10-89,20141S-vs20141S-Weekday-25,2721271-20141S-vs20141S-Weekday-25,"10 - University via High St.",474246,100003
16-89,20141S-vs20141S-Weekday-25,2721272-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
10-89,20141S-vs20141S-Weekday-25,2721273-20141S-vs20141S-Weekday-25,"10 - University via High St.",474308,100003
16-89,20141S-vs20141S-Weekday-25,2721274-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721275-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721276-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721277-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721278-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721279-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721280-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
10-89,20141S-vs20141S-Weekday-25,2721281-20141S-vs20141S-Weekday-25,"10 - University via High St.",474304,100003
16-89,20141S-vs20141S-Weekday-25,2721282-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721283-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
19-89,20141S-vs20141S-Weekday-25,2721284-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
16-89,20141S-vs20141S-Weekday-25,2721285-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
19-89,20141S-vs20141S-Weekday-25,2721286-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
19-89,20141S-vs20141S-Weekday-25,2721287-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
19-89,20141S-vs20141S-Weekday-25,2721288-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
19-89,20141S-vs20141S-Weekday-25,2721289-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
19-89,20141S-vs20141S-Weekday-25,2721290-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
10-89,20141S-vs20141S-Weekday-25,2721291-20141S-vs20141S-Weekday-25,"10 - University via High St.",474228,100003
16-89,20141S-vs20141S-Weekday-25,2721292-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
19-89,20141S-vs20141S-Weekday-25,2721293-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721294-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721295-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721296-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721297-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721298-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474241,190011
19-89,20141S-vs20141S-Weekday-25,2721299-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
19-89,20141S-vs20141S-Weekday-25,2721300-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
20-89,20141S-vs20141S-Weekday-25,2721301-20141S-vs20141S-Weekday-25,"20 - University via Westside",474222,200013
20-89,20141S-vs20141S-Weekday-25,2721302-20141S-vs20141S-Weekday-25,"20 - University via Westside",474219,200017
20-89,20141S-vs20141S-Weekday-25,2721303-20141S-vs20141S-Weekday-25,"20 - University via Westside",474241,200013
20-89,20141S-vs20141S-Weekday-25,2721304-20141S-vs20141S-Weekday-25,"20 - University via Westside",474232,200013
20-89,20141S-vs20141S-Weekday-25,2721305-20141S-vs20141S-Weekday-25,"20 - University via Westside",474235,200018
20-89,20141S-vs20141S-Weekday-25,2721306-20141S-vs20141S-Weekday-25,"20 - University via Westside",474222,200013
20-89,20141S-vs20141S-Weekday-25,2721307-20141S-vs20141S-Weekday-25,"20 - University via Westside",474219,200013
20-89,20141S-vs20141S-Weekday-25,2721308-20141S-vs20141S-Weekday-25,"20 - University via Westside",474241,200017
19-89,20141S-vs20141S-Weekday-25,2721309-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
16-89,20141S-vs20141S-Weekday-25,2721310-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
20-89,20141S-vs20141S-Weekday-25,2721311-20141S-vs20141S-Weekday-25,"20 - University via Westside",474232,200013
19-89,20141S-vs20141S-Weekday-25,2721312-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
10-89,20141S-vs20141S-Weekday-25,2721313-20141S-vs20141S-Weekday-25,"10 - University via High St.",474246,100003
16-89,20141S-vs20141S-Weekday-25,2721314-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
19-89,20141S-vs20141S-Weekday-25,2721315-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
16-89,20141S-vs20141S-Weekday-25,2721316-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
20-89,20141S-vs20141S-Weekday-25,2721317-20141S-vs20141S-Weekday-25,"20 - University via Westside",474241,200017
19-89,20141S-vs20141S-Weekday-25,2721318-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
10-89,20141S-vs20141S-Weekday-25,2721319-20141S-vs20141S-Weekday-25,"10 - University via High St.",474308,100003
16-89,20141S-vs20141S-Weekday-25,2721320-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
19-89,20141S-vs20141S-Weekday-25,2721321-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
16-89,20141S-vs20141S-Weekday-25,2721322-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
20-89,20141S-vs20141S-Weekday-25,2721323-20141S-vs20141S-Weekday-25,"20 - University via Westside",474219,200017
10-89,20141S-vs20141S-Weekday-25,2721324-20141S-vs20141S-Weekday-25,"10 - University via High St.",474304,100003
19-89,20141S-vs20141S-Weekday-25,2721325-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
16-89,20141S-vs20141S-Weekday-25,2721326-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
19-89,20141S-vs20141S-Weekday-25,2721327-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474224,190011
16-89,20141S-vs20141S-Weekday-25,2721328-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
20-89,20141S-vs20141S-Weekday-25,2721329-20141S-vs20141S-Weekday-25,"20 - University via Westside",474222,200013
19-89,20141S-vs20141S-Weekday-25,2721330-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474235,190011
10-89,20141S-vs20141S-Weekday-25,2721331-20141S-vs20141S-Weekday-25,"10 - University via High St.",474228,100003
16-89,20141S-vs20141S-Weekday-25,2721332-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721333-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474263,160009
20-89,20141S-vs20141S-Weekday-25,2721334-20141S-vs20141S-Weekday-25,"20 - University via Westside",474224,200013
19-89,20141S-vs20141S-Weekday-25,2721335-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474222,190011
16-89,20141S-vs20141S-Weekday-25,2721336-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721337-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474263,160009
20-89,20141S-vs20141S-Weekday-25,2721338-20141S-vs20141S-Weekday-25,"20 - University via Westside",474224,200013
19-89,20141S-vs20141S-Weekday-25,2721339-20141S-vs20141S-Weekday-25,"19 - University via Lower Bay",474222,190011
16-89,20141S-vs20141S-Weekday-25,2721340-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721341-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474263,160009
16-89,20141S-vs20141S-Weekday-25,2721342-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474234,160009
16-89,20141S-vs20141S-Weekday-25,2721343-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
68-89,20141S-vs20141S-Weekday-25,2721344-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - Capitola Mall",474193,680009
66-89,20141S-vs20141S-Weekday-25,2721345-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th-Santa Cruz Metro",474193,660007
68-89,20141S-vs20141S-Weekday-25,2721346-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - SC Metro",474252,680010
68-89,20141S-vs20141S-Weekday-25,2721347-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - SC Metro",474247,680010
16-89,20141S-vs20141S-Weekday-25,2721348-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721349-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
16-89,20141S-vs20141S-Weekday-25,2721350-20141S-vs20141S-Weekday-25,"16 - University via Laurel East",474254,160009
66-89,20141S-vs20141S-Weekday-25,2721351-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th - Capitola Mall",474252,660009
66-89,20141S-vs20141S-Weekday-25,2721352-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th - Capitola Mall",474247,660009
66-89,20141S-vs20141S-Weekday-25,2721353-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th-Santa Cruz Metro",474247,660007
35-89,20141S-vs20141S-Weekday-25,2721354-20141S-vs20141S-Weekday-25,"35 - Santa Cruz Metro",474196,350057
35-89,20141S-vs20141S-Weekday-25,2721355-20141S-vs20141S-Weekday-25,"35 - Hwy 9 - Country Club",474196,350033
35-89,20141S-vs20141S-Weekday-25,2721356-20141S-vs20141S-Weekday-25,"35 - Glen Arbor - SVTC",474197,350047
35-89,20141S-vs20141S-Weekday-25,2721357-20141S-vs20141S-Weekday-25,"35 - Hwy 9 - Country Club",474198,350036
35-89,20141S-vs20141S-Weekday-25,2721358-20141S-vs20141S-Weekday-25,"35 - Glen Arbor - Mt. Store - Sylvan Way",474194,350035
35-89,20141S-vs20141S-Weekday-25,2721359-20141S-vs20141S-Weekday-25,"35 - Boulder Creek",474194,350048
66-89,20141S-vs20141S-Weekday-25,2721360-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th - Capitola Mall",474315,660009
68-89,20141S-vs20141S-Weekday-25,2721361-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - SC Metro",474315,680010
68-89,20141S-vs20141S-Weekday-25,2721362-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - Capitola Mall",474315,680009
66-89,20141S-vs20141S-Weekday-25,2721363-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th-Santa Cruz Metro",474315,660007
68-89,20141S-vs20141S-Weekday-25,2721364-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - Capitola Mall",474315,680009
66-89,20141S-vs20141S-Weekday-25,2721365-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th-Santa Cruz Metro",474247,660007
68-89,20141S-vs20141S-Weekday-25,2721366-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - Capitola Mall",474247,680009
66-89,20141S-vs20141S-Weekday-25,2721367-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th - Capitola Mall",474247,660009
68-89,20141S-vs20141S-Weekday-25,2721368-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - SC Metro",474255,680010
55-89,20141S-vs20141S-Weekday-25,2721369-20141S-vs20141S-Weekday-25,"55 - Rio Del Mar",474255,550006
68-89,20141S-vs20141S-Weekday-25,2721371-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - SC Metro",474193,680010
66-89,20141S-vs20141S-Weekday-25,2721372-20141S-vs20141S-Weekday-25,"66 - Live Oak via 17th - Capitola Mall",474255,660010
68-89,20141S-vs20141S-Weekday-25,2721373-20141S-vs20141S-Weekday-25,"68 - Broadway - Portola - Capitola Mall",474193,680009
